timestamp_utc,time_elapsed_s,message_type,t_raw,v_volts,i_mA,state,temp_celsius,message
2026-05-05T16:53:08.731041,0.025,telemetry,424,303.000,0.000,0,20000.000,"T:424, V:303, I:0 mA, Temp:20000 C, STATE:0"
2026-05-05T16:53:08.740385,0.035,telemetry,425,303.000,0.000,0,20000.000,"T:425, V:303, I:0 mA, Temp:20000 C, STATE:0"
2026-05-05T16:53:08.750312,0.044,telemetry,426,305.000,0.000,0,20000.000,"T:426, V:305, I:0 mA, Temp:20000 C, STATE:0"
2026-05-05T16:53:08.760285,0.054,telemetry,427,303.000,0.000,0,20000.000,"T:427, V:303, I:0 mA, Temp:20000 C, STATE:0"
2026-05-05T16:53:08.770295,0.064,telemetry,428,303.000,0.000,0,20000.000,"T:428, V:303, I:0 mA, Temp:20000 C, STATE:0"
2026-05-05T16:53:08.780240,0.074,telemetry,429,303.000,0.000,0,20000.000,"T:429, V:303, I:0 mA, Temp:20000 C, STATE:0"
2026-05-05T16:53:08.790204,0.084,telemetry,430,303.000,0.000,0,20000.000,"T:430, V:303, I:0 mA, Temp:20000 C, STATE:0"
2026-05-05T16:53:08.800190,0.094,telemetry,431,304.000,0.000,0,20000.000,"T:431, V:304, I:0 mA, Temp:20000 C, STATE:0"
2026-05-05T16:53:08.810167,0.104,telemetry,432,304.000,0.000,0,20000.000,"T:432, V:304, I:0 mA, Temp:20000 C, STATE:0"
2026-05-05T16:53:08.820133,0.114,telemetry,433,304.000,0.000,0,20000.000,"T:433, V:304, I:0 mA, Temp:20000 C, STATE:0"
2026-05-05T16:53:08.830105,0.124,telemetry,434,304.000,0.000,0,20000.000,"T:434, V:304, I:0 mA, Temp:20000 C, STATE:0"
2026-05-05T16:53:08.840098,0.134,telemetry,435,304.000,0.000,0,20000.000,"T:435, V:304, I:0 mA, Temp:20000 C, STATE:0"
2026-05-05T16:53:08.850070,0.144,telemetry,436,303.000,0.000,0,20000.000,"T:436, V:303, I:0 mA, Temp:20000 C, STATE:0"
2026-05-05T16:53:08.860043,0.154,telemetry,437,304.000,0.000,0,20000.000,"T:437, V:304, I:0 mA, Temp:20000 C, STATE:0"
2026-05-05T16:53:08.870017,0.164,telemetry,438,304.000,0.000,0,20000.000,"T:438, V:304, I:0 mA, Temp:20000 C, STATE:0"
2026-05-05T16:53:08.880064,0.174,telemetry,439,304.000,0.000,0,20000.000,"T:439, V:304, I:0 mA, Temp:20000 C, STATE:0"
2026-05-05T16:53:08.890613,0.185,telemetry,440,303.000,0.000,0,20000.000,"T:440, V:303, I:0 mA, Temp:20000 C, STATE:0"
2026-05-05T16:53:08.899963,0.194,telemetry,441,304.000,0.000,0,20000.000,"T:441, V:304, I:0 mA, Temp:20000 C, STATE:0"
2026-05-05T16:53:08.909924,0.204,telemetry,442,304.000,0.000,0,20000.000,"T:442, V:304, I:0 mA, Temp:20000 C, STATE:0"
2026-05-05T16:53:08.919890,0.214,telemetry,443,304.000,0.000,0,20000.000,"T:443, V:304, I:0 mA, Temp:20000 C, STATE:0"
2026-05-05T16:53:08.929878,0.224,telemetry,444,303.000,0.000,0,20000.000,"T:444, V:303, I:0 mA, Temp:20000 C, STATE:0"
