timestamp_utc,time_elapsed_s,message_type,t_raw,v_volts,i_mA,state,temp_celsius,message
2026-04-27T13:53:20.787705,0.094,telemetry,380530,203.000,0.000,1,-10.150,"T:380530, V:203, I:0 mA, Temp:-10.15 C, STATE:1"
2026-04-27T13:53:20.796961,0.103,event,,,,,,AUTO TRIGGER: Temp=-10.15C (below -1.00C) -> CMD: CHARGE
2026-04-27T13:53:20.888120,0.194,telemetry,380540,203.000,0.000,1,-10.150,"T:380540, V:203, I:0 mA, Temp:-10.15 C, STATE:1"
2026-04-27T13:53:20.986671,0.293,telemetry,380550,202.000,0.000,1,-10.150,"T:380550, V:202, I:0 mA, Temp:-10.15 C, STATE:1"
2026-04-27T13:53:21.087636,0.394,telemetry,380560,202.000,0.000,1,-10.150,"T:380560, V:202, I:0 mA, Temp:-10.15 C, STATE:1"
2026-04-27T13:53:21.186223,0.492,telemetry,380570,203.000,0.000,1,-10.150,"T:380570, V:203, I:0 mA, Temp:-10.15 C, STATE:1"
2026-04-27T13:53:21.287215,0.593,telemetry,380580,202.000,0.000,1,-10.150,"T:380580, V:202, I:0 mA, Temp:-10.15 C, STATE:1"
2026-04-27T13:53:21.385780,0.692,telemetry,380590,203.000,0.000,1,-10.350,"T:380590, V:203, I:0 mA, Temp:-10.35 C, STATE:1"
2026-04-27T13:53:21.486731,0.793,telemetry,380600,202.000,0.000,1,-10.350,"T:380600, V:202, I:0 mA, Temp:-10.35 C, STATE:1"
2026-04-27T13:53:21.585302,0.891,telemetry,380610,202.000,0.000,1,-10.150,"T:380610, V:202, I:0 mA, Temp:-10.15 C, STATE:1"
2026-04-27T13:53:21.686245,0.992,telemetry,380620,202.000,0.000,1,-10.150,"T:380620, V:202, I:0 mA, Temp:-10.15 C, STATE:1"
2026-04-27T13:53:21.784843,1.091,telemetry,380630,203.000,0.000,1,-10.150,"T:380630, V:203, I:0 mA, Temp:-10.15 C, STATE:1"
2026-04-27T13:53:21.885755,1.192,telemetry,380640,202.000,0.000,1,-10.150,"T:380640, V:202, I:0 mA, Temp:-10.15 C, STATE:1"
2026-04-27T13:53:21.984314,1.290,telemetry,380650,203.000,0.000,1,-10.150,"T:380650, V:203, I:0 mA, Temp:-10.15 C, STATE:1"
2026-04-27T13:53:22.085262,1.391,telemetry,380660,203.000,0.000,1,-10.150,"T:380660, V:203, I:0 mA, Temp:-10.15 C, STATE:1"
2026-04-27T13:53:22.183839,1.490,telemetry,380670,202.000,0.000,1,-10.150,"T:380670, V:202, I:0 mA, Temp:-10.15 C, STATE:1"
2026-04-27T13:53:22.284831,1.591,telemetry,380680,202.000,0.000,1,-10.150,"T:380680, V:202, I:0 mA, Temp:-10.15 C, STATE:1"
2026-04-27T13:53:22.383354,1.689,telemetry,380690,202.000,0.000,1,-10.150,"T:380690, V:202, I:0 mA, Temp:-10.15 C, STATE:1"
2026-04-27T13:53:22.484296,1.790,telemetry,380700,203.000,0.000,1,-10.150,"T:380700, V:203, I:0 mA, Temp:-10.15 C, STATE:1"
2026-04-27T13:53:22.582859,1.889,telemetry,380710,202.000,0.000,1,-10.150,"T:380710, V:202, I:0 mA, Temp:-10.15 C, STATE:1"
